taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,Phylum,Class,Order,Family,Genus,Species,High Quality,Is Public,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Geographic Location,Habitat,Isolation Country,Genome Size  * assembled,Gene Count  * assembled,Genome,...27,Name,Name2,Genome_name,GH_total_abundance,ABC_total_abundance,ABC_GH_ratio
2788500515,Bacteria,Finished,Massilia sp. ZMN-3 genome sequencing,Pseudoduganella armeniaca ZMN-3,Tianjin University,2788500515,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Pseudoduganella,s__Pseudoduganella armeniaca,Yes,Yes,Environmental,Terrestrial,Sand,Soil,Unclassified,"China: Inner Mongolia, Ongniod qi",NA,China,6337491,5650,Pseudoduganella,NA,armeniaca,NA,Pseudoduganella armeniaca,16,35,2.1875
2816332275,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia vietnamiensis FL-7-4-30-S3-D0,Northern Arizona University,2816332275,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia vietnamiensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: Florida,NA,USA,6513161,5808,Burkholderia,NA,vietnamiensis,NA,Burkholderia vietnamiensis,10,34,3.4
2898517646,Bacteria,Permanent Draft,Microbacterium environmental isolates Raw sequence reads,Cellulomonas sp. K42B,Central Michigan University,2898517646,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Cellulomonadaceae,g__Cellulosimicrobium,s__Cellulosimicrobium funkei,No,Yes,Environmental,Terrestrial,Unclassified,Soil,Contaminated,"Seymore, IN",NA,USA,4201050,5052,Cellulomonas,NA,sp.,NA,Cellulomonas sp.,13,39,3
2546825545,Bacteria,Permanent Draft,Burkholderia Environmental Isolates,Burkholderia MF384,"University of North Carolina, Chapel Hill",2546825545,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Paraburkholderia,s__Paraburkholderia sp900104795,No,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Mason Farm, Chapel Hill, NC",NA,USA,8463171,7569,Burkholderia,NA,MF384,NA,Burkholderia MF384,10,42,4.2
2808606918,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia ubonensis MSMB1519WGS,Northern Arizona University,2808606918,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia ubonensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,7342380,6613,Burkholderia,NA,ubonensis,NA,Burkholderia ubonensis,10,38,3.8
8001904863,Bacteria,Permanent Draft,Actinotalea sp. BY-33 genome sequencing,Actinotalea sp. BY-33,Beijing Institute of Technology,8001904863,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Cellulomonadaceae,g__Actinotalea,s__Actinotalea soli,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China,NA,China,3633886,3430,Actinotalea,NA,sp.,NA,Actinotalea sp.,17,41,2.411764705882353
2823085479,Bacteria,Permanent Draft,Large-scale bioinformatics analysis of Bacillus genomes,Bacillus toyonensis AFS032951,"University of North Carolina, Chapel Hill",2823085479,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A toyonensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: Iowa,NA,USA,6008275,6286,Bacillus,NA,toyonensis,NA,Bacillus toyonensis,8,37,4.625
8069812833,Bacteria,Finished,Tiny Earth Fall 2023,Pseudomonas sp. TE3-3-F2023,Microbial Genome Sequencing Center (MiGS),8069812833,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E pudica,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"USA: Bowling Green, Ohio",NA,USA,5725836,5335,Pseudomonas,NA,sp.,NA,Pseudomonas sp.,7,16,2.2857142857142856
8051979616,Bacteria,Permanent Draft,Large-scale bioinformatics analysis of Bacillus genomes,Bacillus wiedmannii AFS002659,"University of North Carolina, Chapel Hill",8051979616,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A wiedmannii,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: New York,NA,USA,5361228,5758,Bacillus,NA,wiedmannii,NA,Bacillus wiedmannii,8,36,4.5
2808606950,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia ubonensis MSMB1058WGS,Northern Arizona University,2808606950,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia ubonensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,7632811,6883,Burkholderia,NA,ubonensis,NA,Burkholderia ubonensis,13,40,3.076923076923077
2684623110,Bacteria,Finished,Burkholderia caribensis Bcrs1W Genome sequencing and assembly,Paraburkholderia caribensis Bcrs1W,Tohoku university,2684623110,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Paraburkholderia,s__Paraburkholderia caribensis,Yes,Yes,Environmental,Terrestrial,Garden,Soil,Unclassified,Japan: Ehime Prefecture,NA,Japan,9319993,8395,Paraburkholderia,NA,caribensis,NA,Paraburkholderia caribensis,11,42,3.8181818181818183
8034046152,Bacteria,Permanent Draft,Microbacterium environmental isolates Raw sequence reads,Bacillus sp. PF5,Central Michigan University,8034046152,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A cereus,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"USA: Department of Transportation site, Seymore, Indiana",NA,USA,5168783,5495,Bacillus,NA,sp.,NA,Bacillus sp.,6,33,5.5
2965789441,Bacteria,Finished,Biological characteristics of four Bacillus strains,Bacillus velezensis 8-2,Chonnam National University,2965789441,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae,g__Bacillus,s__Bacillus velezensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Korea: Daejeon,NA,South Korea,3893071,3963,Bacillus,NA,velezensis,NA,Bacillus velezensis,15,48,3.2
2885776915,Bacteria,Permanent Draft,Draft Genome Sequences of Five Environmental Bacterial Isolates,Bacillus thuringiensis 9.1,Oregon State University Center for Genome Research and Biocomputing,2885776915,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A cereus,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"USA: Galveston, TX",Undefined,NA,5261475,5518,Bacillus,NA,thuringiensis,NA,Bacillus thuringiensis,8,33,4.125
2904720954,Bacteria,Permanent Draft,Microbacterium sp. MAH-37 genome sequencing,Microbacterium sp. MAH-37,Chung-Ang University,2904720954,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Microbacteriaceae,g__Microbacterium,s__Microbacterium sp009758255,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea: Anseong-si,NA,South Korea,3971035,3742,Microbacterium,NA,sp.,NA,Microbacterium sp.,19,32,1.6842105263157894
8078108452,Bacteria,Permanent Draft,"Genome sequences of tobacco-associated bacteria isolated from Yunnan province, Southwest China",Sphingobacterium sp. lm-10,Yunnan Agricultural University,8078108452,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,Sphingobacteriaceae,g__Sphingobacterium,s__Sphingobacterium sp023554555,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"China: Lincang, Yunnan",NA,China,3842108,3360,Sphingobacterium,NA,sp.,NA,Sphingobacterium sp.,14,7,0.5
8038640545,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia cepacia INT3-BP132,Northern Arizona University,8038640545,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia cepacia,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Thailand: Ubon,NA,Thailand,8739376,8233,Burkholderia,NA,cepacia,NA,Burkholderia cepacia,11,37,3.3636363636363638
3000588399,Bacteria,Permanent Draft,Pseudosporangium sp. NEAU-24,Pseudosporangium sp. NEAU-24,Northeast Agricultural University,3000588399,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Micromonosporaceae,g__Actinoplanes,s__Actinoplanes flavus_A,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Daqing,NA,China,9022952,8445,Pseudosporangium,NA,sp.,NA,Pseudosporangium sp.,29,49,1.6896551724137931
2961832447,Bacteria,Permanent Draft,Sequencing as part of the GlobE Evolution project,Leptospira kanakyensis 201800293,INRS - Institute Armand Frappier,2961832447,p__Spirochaetota,c__Leptospiria,o__Leptospirales,Leptospiraceae,g__Leptospira_A,s__Leptospira_A kanakyensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,New Caledonia,NA,New Caledonia,4221689,4065,Leptospira,NA,kanakyensis,NA,Leptospira kanakyensis,10,4,0.4
2997299476,Bacteria,Permanent Draft,High diversity of culturable Acinetobacter species in natural soil and water ecosystems,Acinetobacter sp. ANC 4558,National Institute of Public Health,2997299476,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Moraxellaceae,g__Acinetobacter,s__Acinetobacter sp002135375,Yes,Yes,Environmental,Terrestrial,Forest,Soil,Unclassified,Czech Republic: Bohemian Forest,NA,Czech Republic,3661817,3611,Acinetobacter,NA,sp.,NA,Acinetobacter sp.,4,8,2
2751186026,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia stagnalis MSMB1512WGS,Northern Arizona University,2751186026,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia stagnalis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,7721493,6975,Burkholderia,NA,stagnalis,NA,Burkholderia stagnalis,8,36,4.5
2841100635,Bacteria,Finished,Hydrogenophaga pseudoflava DSM 1084 genome sequencing,Hydrogenophaga pseudoflava DSM 1084,Bielefeld University,2841100635,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Hydrogenophaga,s__Hydrogenophaga pseudoflava,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,NA,NA,4905973,4770,Hydrogenophaga,NA,pseudoflava,NA,Hydrogenophaga pseudoflava,5,27,5.4
3002841486,Bacteria,Finished,Caulobacter sp. S6 genome sequencing,Caulobacter sp. S6,Hunan Institute of Microbiology,3002841486,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,Caulobacteraceae,g__Phenylobacterium_A,s__Phenylobacterium_A montanum,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Changsha,NA,China,5649484,5186,Caulobacter,NA,sp.,NA,Caulobacter sp.,16,9,0.5625
2893111576,Bacteria,Permanent Draft,Pseudarthrobacter sp. NamE2 genome sequencing,Pseudarthrobacter sp. NamE2,AUT University,2893111576,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Micrococcaceae,g__Arthrobacter,s__Arthrobacter sp005796205,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Namibia,NA,Namibia,4035682,3925,Pseudarthrobacter,NA,sp.,NA,Pseudarthrobacter sp.,15,29,1.9333333333333333
2808606868,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia ubonensis MSMB2047,Northern Arizona University,2808606868,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia ubonensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,8229462,7496,Burkholderia,NA,ubonensis,NA,Burkholderia ubonensis,12,38,3.1666666666666665
2808606949,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia ubonensis MSMB1064WGS,Northern Arizona University,2808606949,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia ubonensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,7486183,6747,Burkholderia,NA,ubonensis,NA,Burkholderia ubonensis,13,40,3.076923076923077
8047116540,Bacteria,Permanent Draft,Hymenobacter translucens BT175 genome sequencing,Hymenobacter translucens BT175,Seoul Womens University,8047116540,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,Hymenobacteraceae,g__Hymenobacter,s__Hymenobacter translucens,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea: Uijeongbu-si,Soil,South Korea,4957124,4303,Hymenobacter,NA,translucens,NA,Hymenobacter translucens,13,5,0.38461538461538464
8003298084,Bacteria,Permanent Draft,Whole genome sequencing and assembly of denitrifying soil isolates,Acidovorax sp. sic0104,University of Chicago,8003298084,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Acidovorax,s__Acidovorax sp019219095,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA,NA,USA,5821448,5473,Acidovorax,NA,sp.,NA,Acidovorax sp.,5,25,5
2890513493,Bacteria,Permanent Draft,Mangrovimonas sp. DI 80 genome sequencing,Mangrovimonas sp. DI 80,institute of microbial technology,2890513493,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,Flavobacteriaceae,g__Mangrovimonas_A,s__Mangrovimonas_A xylaniphaga,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,India: Goa,NA,India,3730281,3325,Mangrovimonas,NA,sp.,NA,Mangrovimonas sp.,13,3,0.23076923076923078
2911060244,Bacteria,Permanent Draft,Genome Sequencing of Microbispora sp. H10830,Microbispora sp. H10830,Sichuan Industrial Institute of Anotibioctics,2911060244,p__Actinomycetota,c__Actinomycetes,o__Streptosporangiales,Streptosporangiaceae,g__Microbispora,s__Microbispora catharanthi,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Hong Yuan,NA,China,9214786,8685,Microbispora,NA,sp.,NA,Microbispora sp.,28,46,1.6428571428571428
8058289138,Bacteria,Permanent Draft,Rheinheimera mesophila IITR13 genome sequencing,Rheinheimera mesophila IITR13,"Environment and Plant Protection Institute,Chinese Academy of Tropical Agricultural Sciences",8058289138,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,Alteromonadaceae,g__Pararheinheimera,s__Pararheinheimera mesophila,Yes,Yes,Environmental,Terrestrial,Contaminated,Soil,Unclassified,India: Cochin region,NA,India,3817161,3624,Rheinheimera,NA,mesophila,NA,Rheinheimera mesophila,11,12,1.0909090909090908
2571042748,Bacteria,Permanent Draft,Bacillus cihuensis FJAT-14515,Bacillus cihuensis FJAT-14515,Fujian Academy of Agricultural Sciences,2571042748,p__Bacillota,c__Bacilli,o__Bacillales_B,DSM-1321,g__Peribacillus,s__Peribacillus huizhouensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,NA,China,5436942,5184,Bacillus,NA,cihuensis,NA,Bacillus cihuensis,10,45,4.5
2887198475,Bacteria,Permanent Draft,Rhodovastum atsumiense DSM 21279 genome sequencing,Rhodovastum atsumiense DSM 21279,Bellevue University,2887198475,p__Pseudomonadota,c__Alphaproteobacteria,o__Acetobacterales,Acetobacteraceae,g__Rhodovastum,s__Rhodovastum atsumiense,Yes,Yes,Environmental,Terrestrial,Paddy field/soil,Soil,Unclassified,"Japan: Atsumi Peninsula, Tahara",NA,Japan,7097890,6646,Rhodovastum,NA,atsumiense,NA,Rhodovastum atsumiense,8,25,3.125
2744055076,Bacteria,Permanent Draft,Draft Genomes of Chromium Resistant Microbes,Microbacterium sp. K27,Cincinnati Childrens Hospital Medical Center,2744055076,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Microbacteriaceae,g__Microbacterium,s__Microbacterium maritypicum_A,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Contaminated,"Seymore, IN",NA,NA,3748675,3615,Microbacterium,NA,sp.,NA,Microbacterium sp.,7,38,5.428571428571429
2843621859,Bacteria,Finished,Genome sequencing and assembly of bacteria from soil samples used in the long-term dormancy experiment,Oerskovia sp. KBS0722,Indiana University,2843621859,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Cellulomonadaceae,g__Oerskovia,s__Oerskovia rustica,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"USA: Hickory Corners, Michigan",NA,USA,4357994,3918,Oerskovia,NA,sp.,NA,Oerskovia sp.,14,39,2.7857142857142856
8053368929,Bacteria,Draft,Geothrix oryzisoli SG189 genome sequencing,Geothrix oryzisoli SG189,Fujian Agriculture and Forestry University,8053368929,p__Acidobacteriota,c__Holophagae,o__Holophagales,Holophagaceae,g__Geothrix,s__Geothrix oryzisoli,Yes,Yes,Environmental,Terrestrial,Agricultural land,Soil,Unclassified,China,NA,China,3230256,2958,Geothrix,NA,oryzisoli,NA,Geothrix oryzisoli,4,1,0.25
2885916348,Bacteria,Permanent Draft,Population genomics tropical Pseudomonas,Pseudomonas sp. B7(2017),University of Sao Paulo,2885916348,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E ekonensis,Yes,Yes,Environmental,Terrestrial,Loam,Soil,Agricultural soil,"Brazil: Piracicaba, Sao Paulo",NA,Brazil,6256416,5714,Pseudomonas,NA,sp.,NA,Pseudomonas sp.,7,26,3.7142857142857144
2808606886,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia ubonensis MSMB785WGS,Northern Arizona University,2808606886,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia ubonensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,7375415,6606,Burkholderia,NA,ubonensis,NA,Burkholderia ubonensis,13,38,2.923076923076923
8040096188,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia stagnalis MSMB780WGS,Northern Arizona University,8040096188,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia stagnalis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,7779615,7215,Burkholderia,NA,stagnalis,NA,Burkholderia stagnalis,8,33,4.125
2844178528,Bacteria,Permanent Draft,Genome sequencing and assembly of bacteria from soil samples used in the long-term dormancy experiment,Curtobacterium sp. KBS0715,Indiana University,2844178528,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Microbacteriaceae,g__Curtobacterium,s__Curtobacterium flaccumfaciens,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"USA: Hickory Corners, Michigan",NA,USA,3575377,3443,Curtobacterium,NA,sp.,NA,Curtobacterium sp.,18,26,1.4444444444444444
2911090615,Bacteria,Permanent Draft,Genome Sequencing of Cellulosimicrobium sp. SL-1,Cellulosimicrobium sp. SL-1,Chinese Academy of Medical Sciences and Peking Union Medical College,2911090615,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Cellulomonadaceae,g__Cellulosimicrobium,s__Cellulosimicrobium funkei,Yes,Yes,Environmental,Terrestrial,Sand,Soil,Unclassified,China: Xinjiang Uygur Autonomous region,NA,China,4330690,3957,Cellulosimicrobium,NA,sp.,NA,Cellulosimicrobium sp.,11,39,3.5454545454545454
2894484731,Bacteria,Permanent Draft,Microbispora cellulosiformans Gxj-6 genome sequencing,Microbispora cellulosiformans Gxj-6,Shenyang Agriculture University,2894484731,p__Actinomycetota,c__Actinomycetes,o__Streptosporangiales,Streptosporangiaceae,g__Microbispora,s__Microbispora amethystogenes,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"China: Heilongjiang Province, Heihe City",NA,China,8445470,7573,Microbispora,NA,cellulosiformans,NA,Microbispora cellulosiformans,28,39,1.3928571428571428
8056907986,Bacteria,Permanent Draft,Microbulbifer sediminum TT37 genome sequencing,Microbulbifer sediminum TT37,"Second Institute of Oceanography, State Oceanic Administration",8056907986,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Cellvibrionaceae,g__Microbulbifer,s__Microbulbifer sediminum,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Zhoushan,NA,China,3854156,3436,Microbulbifer,NA,sediminum,NA,Microbulbifer sediminum,7,7,1
2754412324,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia stagnalis MSMB1135,Northern Arizona University,2754412324,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia stagnalis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,7567564,6829,Burkholderia,NA,stagnalis,NA,Burkholderia stagnalis,8,33,4.125
